pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-04-01	Pronoun interpretation and production in Turkish	Goethe University	Unpublished MA thesis.	Aygül, Nehir. (2021). "Pronoun interpretation and production in Turkish." <i>Unpublished MA thesis</i>.	paper-title-number-1	http://nehiraygul.github.io/files/Ayguel_UnpublishedMAThesis_2021.pdf
